total in seconds,datetime(utc),channels,ArcusPotentialDronePlots_timestamp,ArcusPotentialDronPlot_id,ArcusPotentialDronPlot_rcs,ArcusPotentiaDronPlotsPlot_timestamp,ArcusPotentiaDronPlotPlotPosition_altitude,ArcusPotentialDronPlotsPlotPosition_latitude,ArcusPotentialDronPlotsPlotPosition_longitude,ArcusTracks_timestamp,ArcusTracksTrack_id,ArcusTracksTrack_Timestamp,ArcusTracksTrackPosition_Latitude,ArcusTracksTrackPosition_Longitude,ArcusTracksTrackPosition_Altitude,ArcusTracksTrackVelocity_Azimuth,ArcusTracksTrackVelocity_Elevation,ArcusTracksTrackVelocity_Speed,ArcusTracksTrack_Classification,ArcusTracksTrack_Reflection,ArcusTracksTrack_Score,ArcusTracksTrack_Alarm,ArcusSystemStatus_timestamp,ArcusSystemStatus_Name,ArcusSystemStatus_Version,ArcusSystemStatus_OperationalState,ArcusSystemStatusSensor_Name,ArcusSystemStatusSensor_Version,ArcusSystemStatusSensor_OperationalState,ArcusSystemStatusSensorPosition_Latitude,ArcusSystemStatusSensorPosition_Longitude,ArcusSystemStatusSensorPosition_Altitude,ArcusSystemStatusSensorStatusOrientetation_Azimuth,ArcusSystemStatusSensorStatusOrientetation_Elevation,ArcusSystemStatusSensorStatus_SensorType,ArcusSystemStatusSensorStatusBlankSector_Angle,ArcusSystemStatusSensorStatusBlankSector_Span,ArcusSystemStatusSensorStatusProcessing_Sensitivity,SystemStatusSensorStatus_Messages
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:51.250Z,51.52354434,5.86981911,81.1850294,145.42687988,-58.11236954,4.76586008,UNKNOWN,-36.41035461,0.40956548,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.487Z,51.52428939,5.87247103,185.51225797,78.46657562,17.87392235,6.30363607,UNKNOWN,-30.81159973,0.49321204,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.533Z,51.51638813,5.86473192,80.11623132,328.31048584,-3.76019669,24.13331032,UNKNOWN,-27.62950897,0.57724929,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.779Z,51.52067487,5.86587575,48.78855082,142.78575134,-8.46014118,17.03551674,UNKNOWN,-34.06462097,0.43647277,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.855Z,51.52128203,5.84875286,145.29910619,31.95221519,20.99880981,21.42189217,UNKNOWN,-27.56829453,0.53374302,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.891Z,51.52330291,5.84976399,154.23814113,222.67382813,23.76568031,9.51512814,UNKNOWN,-26.92964554,0.33347934,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.831Z,51.52141303,5.86867026,27.075765500000006,141.30970764,-36.17722702,9.90886021,UNKNOWN,-34.36378479,0.58180308,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.329Z,51.5238131,5.86957181,138.00303377,109.19237518,-23.89788437,8.93698025,UNKNOWN,-31.76028442,0.14864044,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:45.355Z,51.52363102,5.87057319,92.86901897,117.65611267,-7.15581274,6.37948132,UNKNOWN,-34.08480453,0.04161181,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:51.454Z,51.52055707,5.87050528,110.99288993,41.76255798,1.06810319,3.94781184,OTHER,-34.11476898,0.68678153,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:51.482Z,51.52331075,5.87134297,76.31179387,51.11532211,15.80062771,10.750947,UNKNOWN,-35.51697539999999,0.50671136,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:48.842Z,51.52092464,5.86508518,304.46034121,80.63240051,-21.27184677,11.40408993,UNKNOWN,-33.07077026,0.17458948,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.794Z,51.52117254,5.8684602,83.28321105,100.22564697,5.35868979,11.28363419,UNKNOWN,-38.55485153,0.29079345,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:46.383Z,51.52384823,5.87024583,150.87612331,301.68240356,10.18220234,4.19578075,UNKNOWN,-36.81904221,0.03449225,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:49.127Z,51.5252437,5.86407125,194.49416845,78.77383423,-13.938772199999995,8.95356274,UNKNOWN,-37.04573059,0.03535713,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:49.079Z,51.52267734,5.86769506,95.87912343,219.46313477,22.77005005,4.47549677,UNKNOWN,-37.54237366,0.04099506,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:48.412Z,51.51968884,5.86960922,59.55830886,86.01651001,-26.59732437,12.49346161,UNKNOWN,-37.42068481,0.28125337,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:49.267Z,51.52353724,5.8694916,92.04801689,240.54272461,-3.81992078,6.5513525,UNKNOWN,-30.34440231,0.09531666,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:49.359Z,51.52250959,5.87045212,111.23960252,355.13247681,66.00909424,0.98424691,UNKNOWN,-28.92873764,0.0726627,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.387Z,51.52742081,5.8705305,294.5495468000001,359.63272095,61.62127686,3.05310631,UNKNOWN,-29.05187225,0.25834626,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:49.534Z,51.52273689,5.8720032999999985,41.66051002,254.76164246,-3.0566237000000003,3.7920177,UNKNOWN,-35.10604858,0.25075406,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.219Z,51.52769973,5.86324124,57.16040959,143.63180542,74.58804321,4.89808464,UNKNOWN,-28.70733261,0.03588011,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.329Z,51.52211901,5.87034282,50.23333453,83.47852325,12.82994461,5.58348942,UNKNOWN,-22.23098755,0.04622907,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:51.497Z,51.5264808,5.8733959,155.37098166,292.93548584,-4.45496655,8.35523415,UNKNOWN,-36.40284729,0.16623929,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.891Z,51.52199201,5.86527591,295.05431793,98.63237,7.25706053,4.375,UNKNOWN,-32.51745987,0.07226981,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.907Z,51.52278609,5.86166071,40.96224011,103.13246155,10.24546814,5.07160711,UNKNOWN,-31.71697617,0.09491443,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.925Z,51.52228125,5.86656244,167.0678335,45.96873856,-10.1576767,7.12354946,UNKNOWN,-26.20951843,0.04064847,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.779Z,51.52103478,5.8686842000000015,65.54462833,8.65713596,-10.76028156,14.14702702,UNKNOWN,-34.16429901,0.15957671,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:51.497Z,51.52426858,5.87197307,32.10193938,324.72445679,1.00796664,5.26407909,UNKNOWN,-32.54997635,0.34027612,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:49.188Z,51.52405239,5.86750804,29.65424803,232.73855591,2.69329858,2.81568336,UNKNOWN,-11.78856659,0.24222791,False,,,,,,,,,,,,,,,,,
1601382111,2020-09-29 12:21:51,,,,,,,,,,,2020-09-29T12:21:50.464Z,51.52075059,5.87020303,51.17050152,325.53536987,-15.20464325,7.27976179,UNKNOWN,-34.53079987,0.03432903,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,2020-09-29T12:21:52.908Z,,2020-09-29T12:21:43.170Z,51.52222147,5.87001013,75.43601384,101.5681076,-20.69517136,7.81506586,OTHER,-36.47407532,0.93821001,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:52.436Z,51.52199481,5.87080916,28.81025791,184.8760376,0.98565769,4.50417566,OTHER,-34.13097382,0.73325598,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:45.569Z,51.52250324,5.8722096,74.84025559,58.77834702,-10.71603966,2.65356255,OTHER,-32.67511749,0.75752413,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.566Z,51.52292072,5.87240573,100.94502563,130.75643921,-2.5669651,17.23106956,OTHER,-34.16184616,0.70492846,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:50.831Z,51.52061687,5.84931916,75.94037828,57.93699265,-11.82761097,7.64834976,OTHER,-22.04641724,0.8755843000000001,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:50.522Z,51.53383708,5.88135735,367.07184658,114.17482758,2.19483995,18.71100426,OTHER,-20.25727081,0.88286734,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.796Z,51.51560635,5.84819561,72.35464544,226.95697021,13.52467155,4.65684319,OTHER,-21.74757385,0.99350417,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:43.868Z,51.52103594,5.86554821,33.88641533,145.371521,17.63026428,1.88322341,OTHER,-31.55848694,0.7124001999999999,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:44.400Z,51.52007004,5.8704209,95.3614341,43.20339584,-31.74514771,4.93398619,OTHER,-32.94039917,0.89187843,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.763Z,51.52028363,5.86685038,29.53638794,61.17399216,-7.29013491,12.58724594,OTHER,-29.10387039,0.87762594,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.234Z,51.52889547,5.86447437,109.12437233,328.68920898,13.263978,11.35501957,OTHER,-33.11155701,0.93074167,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:43.656Z,51.52069423,5.86879799,27.25648955,142.64485168,-9.55358219,16.59149551,OTHER,-30.47609711,0.66850573,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:43.601Z,51.52056185,5.86946058,72.39408546,102.17255402,8.31611824,30.69727325,OTHER,-32.96051788,0.88695788,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:43.601Z,51.5205895,5.86954877,31.04245407,144.51016235,2.12246132,16.23468781,OTHER,-35.25118256,0.78707451,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,2020-09-29T12:21:52.810Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.582Z,51.52223277,5.8717852,47.79577307,103.51728821,61.80187225,5.00447226,OTHER,-33.58652496,0.82100177,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:52.446Z,51.517154100000006,5.86831395,70.21468109999999,83.85203552,-12.04403782,12.02601242,OTHER,-33.45814514,0.70218712,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:41.814Z,51.52137761,5.86990203,39.36367436,115.89736176,-33.12994003,4.75548601,OTHER,-33.98460388,0.7317313,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:47.980Z,51.52343544,5.8631655,46.31863322,99.34305573,-8.49948597,10.54719543,OTHER,-26.32685089,0.83332676,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:45.869Z,51.52131555,5.86723001,103.00602994,199.96994019,17.54506874,5.15275192,OTHER,-36.76844025,0.75019574,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.719Z,51.51646806,5.85962501,86.43895124,228.17160034,-35.26271057,3.69912314,OTHER,-28.16238403,0.88739151,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.763Z,51.51684608,5.85631414,115.72859309,15.29456234,-2.22679615,5.55460501,OTHER,-24.88541412,0.90250814,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.906Z,51.52163077,5.8606501,109.43417695,292.29464722,0.77582949,12.03233624,OTHER,-31.85905457,0.93539286,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:50.794Z,51.52131331,5.86949987,29.43096141,328.62496948,-8.17088795,18.13516998,OTHER,-32.04753113,0.87908024,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:41.965Z,51.52550638,5.85027234,133.76031740000002,107.63235474,-0.95651311,17.24049377,UNKNOWN,-24.78652954,0.57265925,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:50.429Z,51.52727387,5.87197659,228.14826554,307.290802,0.13213204,9.85527229,OTHER,-34.23072052,0.89583689,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:46.724Z,51.51816091,5.86064601,42.94922923,172.22758484,-12.47124577,14.45750427,OTHER,-28.75144958,0.94221085,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:47.435Z,51.52435135,5.87205308,94.37587367,345.60891724,66.44831085,9.0430069,OTHER,-37.28284454,0.84270024,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:45.894Z,51.52141452,5.86312214,59.88818109,53.4591713,2.77644801,12.58224201,UNKNOWN,-33.14322281,0.47486511,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:45.933Z,51.5217231,5.8681148,166.68288431,105.80027008,2.34091234,5.25414658,OTHER,-38.0149765,0.77750933,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:45.446Z,51.52234472,5.87105498,115.66012947,100.68661499,-5.7027936,30.47959709,OTHER,-33.30398178,0.68156636,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:52.026Z,51.52240348,5.86673079,47.69706839,38.72245026,-14.30653763,17.54273033,OTHER,-35.66599274,0.84503835,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.198Z,51.52632064,5.86467658,45.44641474,217.63577271,-1.10564876,12.73990345,UNKNOWN,-32.14633179,0.52831978,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:52.045Z,51.52384012,5.86262519,36.41209445,1.84886467,-2.4088304,12.475173,OTHER,-33.98175812,0.76599908,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:45.774Z,51.51875216,5.85996951,52.64636448,336.6539917,6.02505159,10.26815128,OTHER,-28.0727005,0.90094745,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:44.688Z,51.51531021,5.85659162,91.51027973,144.38592529,3.70744801,14.66179943,OTHER,-25.67514038,0.75186247,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,2020-09-29T12:21:52.651Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:52.159Z,51.52230492,5.86961715,30.18310412,203.85935974,-23.01132202,1.02171624,OTHER,-33.08857346,0.703453,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:52.108Z,51.52213459,5.86936231,90.50261894,88.7024765,26.69247818,11.37681293,OTHER,-37.36122131,0.84712642,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.097Z,51.52263192,5.8689903,79.39708808,254.98661804,-2.36770844,3.83711362,OTHER,-35.64967728,0.73130977,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:52.364Z,51.52441413,5.8697195,186.19368762,266.69973755,28.35538483,4.92969608,OTHER,-33.051651,0.66848981,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:44.688Z,51.52117242,5.86984155,32.94034413,178.62617493,-35.06018829,15.4655571,OTHER,-27.2780304,0.75530374,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.051Z,51.52386949,5.86569481,44.65056519,83.95409393,-19.31143188,6.32974291,OTHER,-35.47712708,0.64269203,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.548Z,51.52318629,5.87198505,51.03293861,41.49442673,10.90534687,3.30201721,OTHER,-36.18881226,0.79733062,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:45.173Z,51.5225416,5.86913177,85.16254503,44.36204910000001,-6.8674469,6.02449036,UNKNOWN,-28.57541656,0.57423484,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.666Z,51.51544587,5.86087236,83.96760413,242.58143616,1.70087588,8.77803612,OTHER,-31.67556381,0.69448918,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.534Z,51.52317164,5.87227687,105.32434484,310.25308228,31.4413414,9.85111904,UNKNOWN,-35.86819458,0.59560055,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.651Z,51.51643454,5.86435617,75.40186337,331.66885376,-0.18613884,14.67012691,OTHER,-17.558555600000002,0.93924427,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.514Z,51.52081798,5.87003784,27.19461117,141.43130493,-1.95778,8.41030312,UNKNOWN,-29.60234451,0.50713503,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.034Z,51.52426128,5.86438091,33.71006516,40.10455322,1.01310885,7.50117683,UNKNOWN,-21.45440292,0.25596446,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.166Z,51.52242296,5.86910772,30.15077377,171.48297119,-0.75864631,14.95015526,UNKNOWN,-32.39419556,0.32531697,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:44.175Z,51.52921536,5.86303336,62.20739381,62.84672165,-9.52015591,9.0627327,OTHER,-33.19515991,0.63791358,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:50.368Z,51.52355269,5.87016205,38.9987201,126.65221405,11.4117527,6.84898138,OTHER,-35.25215912,0.60734463,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:50.810Z,51.52121215,5.86789103,130.98332958,42.34434891,19.18134689,6.50754881,OTHER,-31.8799057,0.76580447,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:46.762Z,51.52024225,5.86471696,147.6771894,104.60790253,-10.42226505,8.79634762,OTHER,-37.77180099,0.71433443,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:44.998Z,51.52731483,5.85011636,129.33817646,21.97921753,-2.47719264,20.11523056,UNKNOWN,-23.24483871,0.5668624,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:48.201Z,51.52320987,5.86868125,95.65000869,237.41082764,-8.57922745,17.68856239,UNKNOWN,-33.52193832,0.33871979,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:41.946Z,51.5218469,5.86819846,92.98107328,145.07731628,55.72926331,16.77042961,UNKNOWN,-32.38022614,0.17453305,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:44.217Z,51.52606113,5.8675133000000015,176.98158502,49.89577484,2.53859067,8.2251606,UNKNOWN,-30.4797554,0.33138967,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:47.241Z,51.52420375,5.86944345,193.2423067,2.46230984,-44.92644882,6.83308601,UNKNOWN,-34.07713318,0.44885021,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:43.688Z,51.52027339,5.86671751,254.00907436,110.7519989,-6.70546103,8.53365231,UNKNOWN,-34.36326599,0.18138249,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.836Z,51.52094443,5.86757792,47.35704703,14.49993324,-34.45539856,19.05683517,OTHER,-33.43388367,0.65109825,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:43.056Z,51.52267328,5.86800627,50.39039406,181.06806946,30.6699276,9.349226,UNKNOWN,-30.47126389,0.5675239000000001,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:44.009Z,51.52196956,5.86908343,124.58500112,133.66860962,6.4503293,3.75543594,UNKNOWN,-33.73069763,0.15351912,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.221Z,51.52303445,5.8695357,108.65255967,289.76934814,16.43470573,5.38129139,OTHER,-32.64551544,0.81011808,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:45.173Z,51.53074313,5.85773975,79.24151589,232.94851685,10.68880749,2.74659538,UNKNOWN,-30.70109558,0.59885132,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:45.446Z,51.52424985,5.87197561,183.04218377,92.13569641,11.16711426,8.86439133,UNKNOWN,-30.07658005,0.30804119,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.763Z,51.51698571,5.85660405,99.59124804,359.00192261,-2.67027807,13.75922966,OTHER,-26.01104355,0.64486855,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:46.800Z,51.52077354,5.86508773,33.33398844,46.9814949,2.89342546,8.2376709,UNKNOWN,-33.9998703,0.45738527,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.995Z,51.52191425,5.86711645,70.60002593,99.78818512,-17.78515625,12.53033257,OTHER,-33.35578918,0.80100954,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:46.841Z,51.52148184,5.86550824,137.33118836,210.59088135,-16.29334641,13.39346886,UNKNOWN,-34.77536011,0.23457916,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.166Z,51.52370094,5.86705021,118.58272796,204.67024231,-4.57599926,11.79173946,UNKNOWN,-36.552948,0.07419899,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:48.763Z,51.52086814,5.86817522,108.48515879,125.99887848,4.91733313,12.44107437,OTHER,-30.92694092,0.62204051,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.821Z,51.52082585,5.86742002,77.49607438,30.89416122,14.689394,18.61976242,OTHER,-34.1700058,0.7002759,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.454Z,51.52055707,5.87050528,110.99288993,41.76255798,1.06810319,3.94781184,OTHER,-34.11476898,0.68678153,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:42.234Z,51.52677955,5.86615589,205.01345511,272.7505188,10.86537457,3.32067347,UNKNOWN,-32.1190033,0.03579449,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.856Z,51.52120709,5.86803606,27.46275231,116.77979279,-33.1701355,6.67521572,OTHER,-36.06639099,0.75060475,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:49.995Z,51.52168561,5.86991197,45.12522595,29.65889931,-23.40138245,23.50382233,UNKNOWN,-35.84571075,0.55337143,False,,,,,,,,,,,,,,,,,
1601382112,2020-09-29 12:21:52,,,,,,,,,,,2020-09-29T12:21:51.977Z,51.52174963,5.86810209,56.13213560000001,90.91729736,12.86408043,3.15089846,OTHER,-28.5375824,0.69293892,False,,,,,,,,,,,,,,,,,
