,time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message,datetime(local),altitude(m)
3778,564369,2020-09-29 12:07:55,51.5208974822391,5.8612337327793,58.16273152,46.18766552,94.38976679999999,156.70489445025,0,33.479386204,763.21196668,13,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-0.894776,-3.131716,0.223694,263.3,1.4,-16.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,156.70489445025,58.16273152,6,P-GPS,,2020-09-29 14:07:55,47.7636518284362
3776,563969,2020-09-29 12:07:55,51.5208974822391,5.8612337327793,61.18438516,49.20931916,94.38976679999999,159.72654809025,0,33.724331134,763.21196668,13,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-0.223694,-3.35541,0.447388,276.3,-0.1,-41.5,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,159.72654809025,61.18438516,6,P-GPS,,2020-09-29 14:07:55,48.6846518579082
3779,564491,2020-09-29 12:07:55,51.5208974822391,5.8612337327793,58.16273152,46.18766552,94.38976679999999,156.70489445025,0,33.479386204,763.21196668,13,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-0.894776,-3.131716,0.223694,263.3,1.4,-16.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,156.70489445025,58.16273152,6,P-GPS,,2020-09-29 14:07:55,47.7636518284362
3774,563770,2020-09-29 12:07:55,51.5208974822391,5.8612337327793,62.4835978,50.5085318,94.38976679999999,161.02576073025,0,32.965337391999995,763.21196668,12,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,0.447388,-3.35541,0.223694,291.4,-0.2,-36.3,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,161.02576073025,62.4835978,6,P-GPS,,2020-09-29 14:07:55,49.080651870580205
3773,563564,2020-09-29 12:07:55,51.5208690760551,5.861445440889139,62.4835978,49.5898966,95.308402,161.02576073025,0,32.965337391999995,797.30645596,12,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,0.447388,-3.35541,0.223694,291.4,-0.2,-36.3,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,161.02576073025,62.4835978,6,P-GPS,,2020-09-29 14:07:55,49.080651870580205
3775,563771,2020-09-29 12:07:55,51.5208974822391,5.8612337327793,62.4835978,50.5085318,94.38976679999999,161.02576073025,0,32.965337391999995,763.21196668,13,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,0.447388,-3.35541,0.223694,291.4,-0.2,-36.3,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,161.02576073025,62.4835978,6,P-GPS,,2020-09-29 14:07:55,49.080651870580205
3780,564569,2020-09-29 12:07:56,51.5208974822391,5.8612337327793,57.88714096,45.91207496,94.38976679999999,156.42930389025,0,33.02394522,763.21196668,13,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.11847,-3.131716,0.223694,264.0,3.8,-23.7,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,156.42930389025,57.88714096,6,P-GPS,,2020-09-29 14:07:56,47.6796518257482
3781,564773,2020-09-29 12:07:56,51.52087002552171,5.861025403615299,57.88714096,46.60105136,93.70079040000002,156.42930389025,0,33.02394522,719.05842196,13,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.11847,-3.131716,0.223694,264.0,3.8,-23.7,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,156.42930389025,57.88714096,6,P-GPS,,2020-09-29 14:07:56,47.6796518257482
3782,564973,2020-09-29 12:07:56,51.52087002552171,5.861025403615299,57.27690472,45.99081512,93.70079040000002,155.81906765025,0,33.103803978,719.05842196,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.565858,-2.9080220000000003,0.0,253.5,12.3,-10.7,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,155.81906765025,57.27690472,6,P-GPS,,2020-09-29 14:07:56,47.4936518197962
3783,565175,2020-09-29 12:07:56,51.52087002552171,5.861025403615299,58.68438508,47.39829548,93.70079040000002,157.22654801024999,0,31.960727638,719.05842196,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.565858,-2.684328,-0.223694,247.3,16.1,-9.3,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,157.22654801024999,58.68438508,6,P-GPS,,2020-09-29 14:07:56,47.9226518335242
3784,565374,2020-09-29 12:07:56,51.52087002552171,5.861025403615299,60.03609116,48.75000156,93.70079040000002,158.57825409025,0,31.574631794000002,719.05842196,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.789552,-2.684328,-0.447388,246.1,22.0,-6.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,158.57825409025,60.03609116,6,P-GPS,,2020-09-29 14:07:56,48.334651846708205
3792,566384,2020-09-29 12:07:57,51.5208039196307,5.86085062270162,62.78215424,53.13648464,92.0603704,161.32431717025,0,27.67318474,672.84779056,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.565858,-2.23694,0.447388,247.7,-10.3,-8.8,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,161.32431717025,62.78215424,6,P-GPS,,2020-09-29 14:07:57,49.1716518734922
3791,566183,2020-09-29 12:07:57,51.5208039196307,5.86085062270162,62.631235600000004,52.985566000000006,92.0603704,161.17339853024998,0,27.880996466,672.84779056,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.565858,-2.23694,0.0,249.4,-4.0,-10.7,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,161.17339853024998,62.631235600000004,6,P-GPS,,2020-09-29 14:07:57,49.1256518720202
3790,565982,2020-09-29 12:07:57,51.5208039196307,5.86085062270162,62.0734928,52.4278232,92.0603704,160.61565573024998,0,28.915581216,672.84779056,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.789552,-2.23694,-0.447388,249.8,4.2,-11.2,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,160.61565573024998,62.0734928,6,P-GPS,,2020-09-29 14:07:57,48.9556518665802
3789,565782,2020-09-29 12:07:57,51.5208039196307,5.86085062270162,61.61089436,51.96522476,92.0603704,160.15305729025,0,30.72101549,672.84779056,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.789552,-2.460634,-0.894776,248.9,12.3,-8.3,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,160.15305729025,61.61089436,6,P-GPS,,2020-09-29 14:07:57,48.814651862068196
3786,565574,2020-09-29 12:07:57,51.52087002552171,5.861025403615299,61.46653739999999,50.180447799999996,93.70079040000002,160.00870033025,0,32.039020538,719.05842196,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.789552,-2.460634,-0.894776,248.0,17.6,-6.2,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,160.00870033025,61.46653739999999,6,P-GPS,,2020-09-29 14:07:57,48.7706518606602
3787,565778,2020-09-29 12:07:57,51.5208039196307,5.86085062270162,61.46653739999999,51.820867799999995,92.0603704,160.00870033025,0,32.039020538,672.84779056,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.789552,-2.460634,-0.894776,248.0,17.6,-6.2,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,160.00870033025,61.46653739999999,6,P-GPS,,2020-09-29 14:07:57,48.7706518606602
3785,565569,2020-09-29 12:07:57,51.52087002552171,5.861025403615299,60.03609116,48.75000156,93.70079040000002,158.57825409025,0,31.574631794000002,719.05842196,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.789552,-2.684328,-0.447388,246.1,22.0,-6.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,158.57825409025,60.03609116,6,P-GPS,,2020-09-29 14:07:57,48.334651846708205
3788,565781,2020-09-29 12:07:57,51.5208039196307,5.86085062270162,61.46653739999999,51.820867799999995,92.0603704,160.00870033025,0,32.039020538,672.84779056,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.789552,-2.460634,-0.894776,248.0,17.6,-6.2,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,160.00870033025,61.46653739999999,6,P-GPS,,2020-09-29 14:07:57,48.7706518606602
3798,567185,2020-09-29 12:07:58,51.520737857411696,5.86070615616365,52.64107779999999,43.1922586,91.86352,151.18324073025,0,32.313493076,632.1522512,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.789552,-2.23694,1.565858,241.8,-17.3,-8.5,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,151.18324073025,52.64107779999999,6,P-GPS,,2020-09-29 14:07:58,46.0806517745802
3799,567385,2020-09-29 12:07:58,51.520737857411696,5.86070615616365,48.66141888,39.21259968,91.86352,147.20358181025,0,33.686303154,632.1522512,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.789552,-2.23694,1.565858,242.1,-15.9,-7.4,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,147.20358181025,48.66141888,6,P-GPS,,2020-09-29 14:07:58,44.867651735764206
3797,566986,2020-09-29 12:07:58,51.520737857411696,5.86070615616365,55.91535612,46.46653692,91.86352,154.45751905025,0,30.956341578000004,632.1522512,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.789552,-2.23694,1.342164,241.8,-17.0,-8.9,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,154.45751905025,55.91535612,6,P-GPS,,2020-09-29 14:07:58,47.078651806516206
3793,566583,2020-09-29 12:07:58,51.5208039196307,5.86085062270162,61.19422768,51.54855808,92.0603704,159.73639061025,0,28.442468406,672.84779056,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.565858,-2.23694,0.894776,244.6,-13.6,-9.0,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,159.73639061025,61.19422768,6,P-GPS,,2020-09-29 14:07:58,48.6876518580042
3795,566783,2020-09-29 12:07:58,51.520737857411696,5.86070615616365,61.19422768,51.74540848,91.86352,159.73639061025,0,28.442468406,632.1522512,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.565858,-2.23694,0.894776,244.6,-13.6,-9.0,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,159.73639061025,61.19422768,6,P-GPS,,2020-09-29 14:07:58,48.6876518580042
3794,566626,2020-09-29 12:07:58,51.5208039196307,5.86085062270162,61.19422768,51.54855808,92.0603704,159.73639061025,0,28.442468406,672.84779056,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.565858,-2.23694,0.894776,244.6,-13.6,-9.0,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,159.73639061025,61.19422768,6,P-GPS,,2020-09-29 14:07:58,48.6876518580042
3796,566791,2020-09-29 12:07:58,51.520737857411696,5.86070615616365,61.19422768,51.74540848,91.86352,159.73639061025,0,28.442468406,632.1522512,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-1.565858,-2.23694,0.894776,244.6,-13.6,-9.0,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,159.73639061025,61.19422768,6,P-GPS,,2020-09-29 14:07:58,48.6876518580042
3800,567587,2020-09-29 12:07:59,51.520737857411696,5.86070615616365,44.44225864,34.99343944,91.86352,142.98442157025,0,35.122418634,632.1522512,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.013246,-2.460634,1.565858,240.2,-14.5,-8.9,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,142.98442157025,44.44225864,6,P-GPS,,2020-09-29 14:07:59,43.5816516946122
3801,567700,2020-09-29 12:07:59,51.520737857411696,5.86070615616365,44.44225864,34.99343944,91.86352,142.98442157025,0,35.122418634,632.1522512,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.013246,-2.460634,1.565858,240.2,-14.5,-8.9,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,142.98442157025,44.44225864,6,P-GPS,,2020-09-29 14:07:59,43.5816516946122
3802,567788,2020-09-29 12:07:59,51.5206634037455,5.860560062924059,44.44225864,34.99343944,91.86352,142.98442157025,0,35.122418634,589.31432332,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.013246,-2.460634,1.565858,240.2,-14.5,-8.9,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,142.98442157025,44.44225864,6,P-GPS,,2020-09-29 14:07:59,43.5816516946122
3803,567789,2020-09-29 12:07:59,51.5206634037455,5.860560062924059,44.44225864,34.99343944,91.86352,142.98442157025,0,35.122418634,589.31432332,14,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.013246,-2.460634,1.565858,240.2,-14.5,-8.9,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,142.98442157025,44.44225864,6,P-GPS,,2020-09-29 14:07:59,43.5816516946122
3804,567988,2020-09-29 12:07:59,51.5206634037455,5.860560062924059,37.09973872,27.65091952,91.86352,135.64190165025,0,37.279499875999996,589.31432332,14,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.460634,-2.460634,1.342164,235.5,-9.0,-16.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,135.64190165025,37.09973872,6,P-GPS,,2020-09-29 14:07:59,41.3436516229962
3805,568189,2020-09-29 12:07:59,51.5206634037455,5.860560062924059,33.03477796,23.58595876,91.86352,131.57694089025,0,38.196197888,589.31432332,14,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.460634,-2.684328,1.11847,233.0,-6.3,-18.8,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,131.57694089025,33.03477796,6,P-GPS,,2020-09-29 14:07:59,40.1046515833482
3806,568391,2020-09-29 12:07:59,51.5206634037455,5.860560062924059,28.53346548,19.08464628,91.86352,127.07562841024999,0,38.698167224,589.31432332,14,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.684328,-2.460634,1.11847,228.3,-3.7,-10.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,127.07562841024999,28.53346548,6,P-GPS,,2020-09-29 14:07:59,38.7326515394442
3811,569002,2020-09-29 12:08:00,51.52055642821551,5.86039806835494,21.309055800000003,9.9901578,93.7335988,119.85121873025,0,37.00681689,536.52232688,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.23694,0.447388,228.6,3.0,-0.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,119.85121873025,21.309055800000003,6,P-GPS,,2020-09-29 14:08:00,36.5306514689802
3813,569406,2020-09-29 12:08:00,51.52055642821551,5.86039806835494,20.34448884,9.02559084,93.7335988,118.88665177025,0,35.913400618000004,536.52232688,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.23694,0.223694,226.7,5.0,-5.4,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,118.88665177025,20.34448884,6,P-GPS,,2020-09-29 14:08:00,36.2366514595722
3810,568811,2020-09-29 12:08:00,51.52055642821551,5.86039806835494,25.26902968,13.95013168,93.7335988,123.81119261024999,0,38.375376782,536.52232688,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.460634,0.894776,224.9,-0.9,-8.3,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,123.81119261024999,25.26902968,6,P-GPS,,2020-09-29 14:08:00,37.7376515076042
3812,569203,2020-09-29 12:08:00,51.52055642821551,5.86039806835494,20.41666732,9.09776932,93.7335988,118.95883025025,0,36.228585464,536.52232688,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.23694,0.223694,228.5,5.2,-2.4,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,118.95883025025,20.41666732,6,P-GPS,,2020-09-29 14:08:00,36.258651460276205
3808,568764,2020-09-29 12:08:00,51.5206634037455,5.860560062924059,25.26902968,15.82021048,91.86352,123.81119261024999,0,38.375376782,589.31432332,14,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.460634,0.894776,224.9,-0.9,-8.3,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,123.81119261024999,25.26902968,6,P-GPS,,2020-09-29 14:08:00,37.7376515076042
3809,568802,2020-09-29 12:08:00,51.52055642821551,5.86039806835494,25.26902968,13.95013168,93.7335988,123.81119261024999,0,38.375376782,536.52232688,14,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.460634,0.894776,224.9,-0.9,-8.3,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,123.81119261024999,25.26902968,6,P-GPS,,2020-09-29 14:08:00,37.7376515076042
3807,568593,2020-09-29 12:08:00,51.5206634037455,5.860560062924059,25.26902968,15.82021048,91.86352,123.81119261024999,0,38.375376782,589.31432332,14,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.460634,0.894776,224.9,-0.9,-8.3,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,123.81119261024999,25.26902968,6,P-GPS,,2020-09-29 14:08:00,37.7376515076042
3814,569606,2020-09-29 12:08:01,51.52055642821551,5.86039806835494,20.61023688,9.29133888,93.7335988,119.15239981025,0,35.818106974,536.52232688,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.23694,0.223694,224.4,8.7,-5.7,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,119.15239981025,20.61023688,6,P-GPS,,2020-09-29 14:08:01,36.3176514621642
3815,569806,2020-09-29 12:08:01,51.520441149418104,5.86025770693761,20.61023688,9.22572208,93.7992156,119.15239981025,0,35.818106974,486.24017304,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.23694,0.223694,224.4,8.7,-5.7,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,119.15239981025,20.61023688,6,P-GPS,,2020-09-29 14:08:01,36.3176514621642
3816,569807,2020-09-29 12:08:01,51.520441149418104,5.86025770693761,20.61023688,9.22572208,93.7992156,119.15239981025,0,35.818106974,486.24017304,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.23694,0.223694,224.4,8.7,-5.7,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,119.15239981025,20.61023688,6,P-GPS,,2020-09-29 14:08:01,36.3176514621642
3817,569833,2020-09-29 12:08:01,51.520441149418104,5.86025770693761,21.23359648,9.84908168,93.7992156,119.77575941024999,0,35.568911858,486.24017304,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.013246,0.0,224.1,14.2,-2.8,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,119.77575941024999,21.23359648,6,P-GPS,,2020-09-29 14:08:01,36.5076514682442
3818,570007,2020-09-29 12:08:01,51.520441149418104,5.86025770693761,21.35498756,9.97047276,93.7992156,119.89715049025,0,35.97894296,486.24017304,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.013246,-0.447388,223.6,17.4,-3.5,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,119.89715049025,21.35498756,6,P-GPS,,2020-09-29 14:08:01,36.5446514694282
3819,570207,2020-09-29 12:08:01,51.520441149418104,5.86025770693761,22.12270412,10.73818932,93.7992156,120.66486705025,0,35.355284088000005,486.24017304,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.013246,-0.671082,223.9,17.5,-8.2,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,120.66486705025,22.12270412,6,P-GPS,,2020-09-29 14:08:01,36.7786514769162
3820,570408,2020-09-29 12:08:01,51.520441149418104,5.86025770693761,24.50131312,13.11679832,93.7992156,123.04347605024999,0,33.866376824,486.24017304,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.684328,-1.789552,-0.671082,228.6,15.3,-25.0,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,123.04347605024999,24.50131312,6,P-GPS,,2020-09-29 14:08:01,37.5036515001162
3821,570608,2020-09-29 12:08:02,51.520441149418104,5.86025770693761,25.87926592,14.49475112,93.7992156,124.42142885025,0,33.506900566,486.24017304,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.684328,-1.789552,-0.671082,229.3,11.4,-35.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,124.42142885025,25.87926592,6,P-GPS,,2020-09-29 14:08:02,37.9236515135562
3822,570808,2020-09-29 12:08:02,51.5203277600124,5.8601343871266,25.87926592,15.83989552,92.4540712,124.42142885025,0,33.506900566,440.18702196,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.684328,-1.789552,-0.671082,229.3,11.4,-35.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,124.42142885025,25.87926592,6,P-GPS,,2020-09-29 14:08:02,37.9236515135562
3823,570898,2020-09-29 12:08:02,51.5203277600124,5.8601343871266,26.31889848,16.27952808,92.4540712,124.86106141025,0,33.656104464,440.18702196,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-1.789552,-0.447388,223.2,8.5,-31.0,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,124.86106141025,26.31889848,6,P-GPS,,2020-09-29 14:08:02,38.0576515178442
3824,571010,2020-09-29 12:08:02,51.5203277600124,5.8601343871266,26.04658876,16.00721836,92.4540712,124.58875169024999,0,33.038261636,440.18702196,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-1.565858,-0.223694,217.5,3.4,-13.1,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,124.58875169024999,26.04658876,6,P-GPS,,2020-09-29 14:08:02,37.9746515151882
3825,571210,2020-09-29 12:08:02,51.5203277600124,5.8601343871266,26.952100599999998,16.9127302,92.4540712,125.49426353025,0,32.275241402,440.18702196,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-1.342164,0.0,215.8,-0.4,9.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,125.49426353025,26.952100599999998,6,P-GPS,,2020-09-29 14:08:02,38.2506515240202
3826,571411,2020-09-29 12:08:02,51.5203277600124,5.8601343871266,27.70341296,17.66404256,92.4540712,126.24557589025,0,32.009045541999996,440.18702196,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-1.342164,0.447388,219.3,-3.7,27.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,126.24557589025,27.70341296,6,P-GPS,,2020-09-29 14:08:02,38.4796515313482
3828,571812,2020-09-29 12:08:03,51.52021085287029,5.86003290973814,27.67060456,18.91076176,91.17454359999999,126.21276749025,0,33.774885978,398.8189104,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-1.565858,0.671082,224.9,-5.4,35.8,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,126.21276749025,27.67060456,6,P-GPS,,2020-09-29 14:08:03,38.469651531028205
3832,572213,2020-09-29 12:08:03,51.52021085287029,5.86003290973814,21.13517128,12.37532848,91.17454359999999,119.67733421025,0,36.255652438,398.8189104,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.460634,-2.460634,0.671082,240.7,-2.4,16.9,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,119.67733421025,21.13517128,6,P-GPS,,2020-09-29 14:08:03,36.4776514672842
3833,572416,2020-09-29 12:08:03,51.52021085287029,5.86003290973814,19.4225728,10.66273,91.17454359999999,117.96473573025,0,35.401365051999996,398.8189104,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.23694,-2.684328,0.447388,241.4,1.2,8.6,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,117.96473573025,19.4225728,6,P-GPS,,2020-09-29 14:08:03,35.9556514505802
3831,572013,2020-09-29 12:08:03,51.52021085287029,5.86003290973814,24.09448896,15.33464616,91.17454359999999,122.63665189025,0,36.122554508,398.8189104,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-2.23694,0.671082,237.1,-3.1,32.7,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,122.63665189025,24.09448896,6,P-GPS,,2020-09-29 14:08:03,37.3796514961482
3827,571611,2020-09-29 12:08:03,51.5203277600124,5.8601343871266,27.67060456,17.63123416,92.4540712,126.21276749025,0,33.774885978,440.18702196,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-1.565858,0.671082,224.9,-5.4,35.8,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,126.21276749025,27.67060456,6,P-GPS,,2020-09-29 14:08:03,38.469651531028205
3829,571814,2020-09-29 12:08:03,51.52021085287029,5.86003290973814,26.67651004,17.91666724,91.17454359999999,125.21867297025,0,34.702321302,398.8189104,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-1.789552,0.671082,231.6,-4.7,39.3,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,125.21867297025,26.67651004,6,P-GPS,,2020-09-29 14:08:03,38.1666515213322
3830,571966,2020-09-29 12:08:03,51.52021085287029,5.86003290973814,26.67651004,17.91666724,91.17454359999999,125.21867297025,0,34.702321302,398.8189104,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.9080220000000003,-1.789552,0.671082,231.6,-4.7,39.3,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,125.21867297025,26.67651004,6,P-GPS,,2020-09-29 14:08:03,38.1666515213322
3834,572617,2020-09-29 12:08:04,51.52021085287029,5.86003290973814,18.82217908,10.06233628,91.17454359999999,117.36434201025,0,34.764508234000004,398.8189104,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.013246,-2.684328,0.223694,238.9,2.1,1.2,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,117.36434201025,18.82217908,6,P-GPS,,2020-09-29 14:08:04,35.772651444724204
3835,572818,2020-09-29 12:08:04,51.5201152971206,5.85986746676286,18.82217908,10.65288748,90.58399240000001,117.36434201025,0,34.764508234000004,349.4258642,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.013246,-2.684328,0.223694,238.9,2.1,1.2,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,117.36434201025,18.82217908,6,P-GPS,,2020-09-29 14:08:04,35.772651444724204
3836,572819,2020-09-29 12:08:04,51.5201152971206,5.85986746676286,18.82217908,10.65288748,90.58399240000001,117.36434201025,0,34.764508234000004,349.4258642,15,0,0,279.44439969025,180.90223676,41.996535254,4866.7652476,-2.013246,-2.684328,0.223694,238.9,2.1,1.2,0,0,1024,1024,1024,1024,0,0,35,,,,,,,0,32,117.36434201025,18.82217908,6,P-GPS,,2020-09-29 14:08:04,35.772651444724204
